date,max_load,temperature,weekday,holiday
2014/09/16,18935,25.5,2,0
2014/09/17,18894,23.0,3,0
2014/09/18,18239,21.5,4,0
2014/09/19,17835,22.0,5,0
2014/09/20,16725,23.0,6,1
2014/09/21,16292,24.5,7,1
2014/09/22,18565,23.5,1,0
2014/09/23,17770,24.0,2,0
2014/09/24,18321,24.0,3,0
2014/09/25,18302,24.5,4,0
2014/09/26,18456,25.5,5,0
2014/09/27,17129,26.0,6,1
2014/09/28,17996,27.0,7,0
2014/09/29,18049,22.5,1,0
2014/09/30,16985,22.0,2,0
2014/10/01,12460,22.0,3,-1
2014/10/02,12241,22.5,4,-1
2014/10/03,12635,22.0,5,-1
2014/10/04,13662,23.0,6,1
2014/10/05,14113,21.0,7,1
2014/10/06,14662,20.0,1,1
2014/10/07,15326,21.5,2,1
2014/10/08,16726,22.0,3,0
2014/10/09,17048,23.0,4,0
2014/10/10,17256,23.5,5,0
2014/10/11,17250,22.0,6,0
2014/10/12,16266,19.0,7,1
2014/10/13,16834,17.5,1,0
2014/10/14,16465,17.5,2,0
2014/10/15,16624,19.5,3,0
2014/10/16,16718,20.0,4,0
2014/10/17,16640,21.0,5,0
2014/10/18,15113,22.5,6,1
2014/10/19,14864,24.0,7,1
2014/10/20,16660,23.0,1,0
2014/10/21,16666,20.5,2,0
2014/10/22,16747,19.0,3,0
2014/10/23,16840,20.5,4,0
2014/10/24,16743,21.0,5,0
2014/10/25,15513,22.5,6,1
2014/10/26,14928,19.5,7,1
2014/10/27,16751,19.0,1,0
2014/10/28,16596,19.0,2,0
2014/10/29,16769,20.0,3,0
2014/10/30,16734,20.5,4,0
2014/10/31,16730,20.5,5,0
2014/11/01,15495,17.0,6,1
2014/11/02,14665,14.0,7,1
2014/11/03,16349,14.5,1,0
2014/11/04,16495,17.0,2,0
2014/11/05,16496,18.5,3,0
2014/11/06,16672,16.0,4,0
2014/11/07,16515,14.5,5,0
2014/11/08,15496,14.5,6,1
2014/11/09,14439,14.5,7,1
2014/11/10,16767,15.5,1,0
2014/11/11,16778,14.5,2,0
2014/11/12,16919,11.5,3,0
2014/11/13,17031,12.0,4,0
2014/11/14,17149,13.5,5,0
2014/11/15,15998,15.5,6,1
2014/11/16,15235,13.0,7,1
2014/11/17,17291,13.0,1,0
2014/11/18,17237,13.0,2,0
2014/11/19,17270,15.5,3,0
2014/11/20,17250,17.5,4,0
2014/11/21,16973,17.5,5,0
2014/11/22,15688,18.5,6,1
2014/11/23,15023,18.5,7,1
2014/11/24,17258,13.5,1,0
2014/11/25,17311,14.0,2,0
2014/11/26,17207,15.0,3,0
2014/11/27,17391,16.5,4,0
2014/11/28,17374,14.5,5,0
2014/11/29,16079,15.0,6,1
2014/11/30,15517,8.0,7,1
2014/12/01,18544,5.5,1,0
2014/12/02,18797,5.0,2,0
2014/12/03,19796,4.0,3,0
2014/12/04,19904,4.0,4,0
2014/12/05,20767,5.5,5,0
2014/12/06,19238,8.5,6,1
2014/12/07,18374,7.5,7,1
2014/12/08,19916,9.5,1,0
2014/12/09,20386,11.0,2,0
2014/12/10,20111,8.0,3,0
2014/12/11,20585,5.0,4,0
2014/12/12,21296,4.0,5,0
2014/12/13,19554,6.0,6,1
2014/12/14,18633,9.0,7,1
2014/12/15,20753,5.0,1,0
2014/12/16,21879,2.5,2,0
2014/12/17,22185,5.0,3,0
2014/12/18,22203,8.0,4,0
2014/12/19,21737,6.5,5,0
2014/12/20,19485,4.0,6,1
2014/12/21,18931,3.5,7,1
2014/12/22,21805,7.0,1,0
2014/12/23,21708,8.5,2,0
2014/12/24,21413,7.0,3,0
2014/12/25,20897,7.5,4,0
2014/12/26,20923,8.5,5,0
2014/12/27,19111,8.0,6,1
2014/12/28,18807,8.5,7,1
2014/12/29,20511,10.0,1,0
2014/12/30,20257,7.0,2,0
2014/12/31,19876,2.0,3,0
2015/01/01,16711,3.5,4,-1
2015/01/02,18439,7.0,5,1
2015/01/03,19246,10.0,6,1
2015/01/04,20507,14.0,7,0
2015/01/05,19477,10.0,1,0
2015/01/06,20634,5.0,2,0
2015/01/07,21360,5.0,3,0
2015/01/08,21678,6.5,4,0
2015/01/09,21538,8.5,5,0
2015/01/10,19005,9.0,6,1
2015/01/11,18263,7.0,7,1
2015/01/12,20724,8.0,1,0
2015/01/13,20788,8.5,2,0
2015/01/14,21759,8.5,3,0
2015/01/15,21589,7.5,4,0
2015/01/16,21534,5.5,5,0
2015/01/17,18675,6.5,6,1
2015/01/18,18089,6.5,7,1
2015/01/19,21224,7.0,1,0
2015/01/20,21514,10.5,2,0
2015/01/21,20745,6.0,3,0
2015/01/22,21452,6.0,4,0
2015/01/23,21340,9.5,5,0
2015/01/24,19701,14.0,6,1
2015/01/25,18708,10.0,7,1
2015/01/26,20567,5.0,1,0
2015/01/27,20509,4.5,2,0
2015/01/28,21819,4.5,3,0
2015/01/29,22707,4.0,4,0
2015/01/30,22884,4.0,5,0
2015/01/31,20957,5.0,6,1
2015/02/01,19794,6.0,7,1
2015/02/02,22226,6.0,1,0
2015/02/03,21783,6.0,2,0
2015/02/04,23132,4.0,3,0
2015/02/05,22360,4.5,4,0
2015/02/06,21756,6.5,5,0
2015/02/07,19796,4.5,6,1
2015/02/08,19407,2.0,7,1
2015/02/09,21496,2.0,1,0
2015/02/10,21418,9.5,2,0
2015/02/11,20858,9.5,3,0
2015/02/12,18351,9.5,4,0
2015/02/13,17677,12.0,5,0
2015/02/14,15965,14.5,6,1
2015/02/15,15627,14.0,7,0
2015/02/16,14122,10.0,1,0
2015/02/17,13121,8.0,2,0
2015/02/18,12391,7.5,3,-1
2015/02/19,10818,8.0,4,-1
2015/02/20,11304,11.5,5,-1
2015/02/21,11682,11.5,6,1
2015/02/22,12032,8.0,7,1
2015/02/23,12913,8.5,1,1
2015/02/24,13848,8.5,2,1
2015/02/25,16156,8.0,3,0
2015/02/26,17046,5.5,4,0
2015/02/27,18008,5.5,5,0
2015/02/28,18766,6.5,6,0
2015/03/01,17645,7.5,7,1
2015/03/02,19789,10.5,1,0
2015/03/03,19689,5.0,2,0
2015/03/04,19933,4.5,3,0
2015/03/05,20509,6.0,4,0
2015/03/06,20483,7.5,5,0
2015/03/07,18065,9.5,6,1
2015/03/08,17699,7.5,7,1
2015/03/09,20363,4.5,1,0
2015/03/10,20661,7.0,2,0
2015/03/11,20594,10.5,3,0
2015/03/12,20745,13.5,4,0
2015/03/13,19852,13.0,5,0
2015/03/14,17296,12.0,6,1
2015/03/15,16620,12.5,7,1
2015/03/16,18812,15.5,1,0
2015/03/17,18241,19.5,2,0
2015/03/18,18155,13.5,3,0
2015/03/19,18338,12.0,4,0
2015/03/20,18351,15.0,5,0
2015/03/21,16531,13.5,6,1
2015/03/22,15767,13.0,7,1
2015/03/23,18096,12.0,1,0
2015/03/24,18115,12.0,2,0
2015/03/25,17928,13.5,3,0
2015/03/26,17790,12.5,4,0
2015/03/27,18218,14.5,5,0
2015/03/28,16228,17.5,6,1
2015/03/29,15199,15.5,7,1
2015/03/30,17753,20.5,1,0
2015/03/31,17222,20.5,2,0
2015/04/01,17070,23.5,3,0
2015/04/02,17070,18.0,4,0
2015/04/03,17322,17.5,5,0
2015/04/04,13402,15.5,6,1
2015/04/05,13790,11.5,7,-1
2015/04/06,15515,8.5,1,1
2015/04/07,16981,9.5,2,0
2015/04/08,18776,10.5,3,0
2015/04/09,18546,13.0,4,0
2015/04/10,17404,14.0,5,0
2015/04/11,16023,15.5,6,1
2015/04/12,15116,12.0,7,1
2015/04/13,17434,12.0,1,0
2015/04/14,17389,16.5,2,0
2015/04/15,17070,19.0,3,0
2015/04/16,16718,16.5,4,0
2015/04/17,17022,22.0,5,0
2015/04/18,15880,22.0,6,1
2015/04/19,14921,15.0,7,1
2015/04/20,17254,15.0,1,0
2015/04/21,17097,17.5,2,0
2015/04/22,16970,19.5,3,0
2015/04/23,16909,19.0,4,0
2015/04/24,17145,20.0,5,0
2015/04/25,15739,21.0,6,1
2015/04/26,14978,21.5,7,1
2015/04/27,17161,23.5,1,0
2015/04/28,17559,22.0,2,0
2015/04/29,17731,20.0,3,0
2015/04/30,17731,20.5,4,0
2015/05/01,13156,20.0,5,-1
2015/05/02,14040,20.0,6,1
2015/05/03,14720,19.0,7,1
2015/05/04,17095,19.5,1,0
2015/05/05,17159,19.5,2,0
2015/05/06,17202,22.0,3,0
2015/05/07,17165,22.0,4,0
2015/05/08,17428,21.0,5,0
2015/05/09,16167,21.0,6,1
2015/05/10,15114,20.5,7,1
2015/05/11,17458,18.0,1,0
2015/05/12,17521,22.0,2,0
2015/05/13,17696,25.5,3,0
2015/05/14,17850,23.5,4,0
2015/05/15,17852,22.5,5,0
2015/05/16,16081,20.0,6,1
2015/05/17,15220,21.5,7,1
2015/05/18,18234,22.0,1,0
2015/05/19,18114,22.5,2,0
2015/05/20,17967,21.5,3,0
2015/05/21,17827,21.0,4,0
2015/05/22,17640,22.5,5,0
2015/05/23,16406,21.5,6,1
2015/05/24,15217,21.0,7,1
2015/05/25,17919,23.0,1,0
2015/05/26,17781,23.0,2,0
2015/05/27,18031,22.0,3,0
2015/05/28,18300,23.0,4,0
2015/05/29,18244,22.0,5,0
2015/05/30,16489,22.0,6,1
2015/05/31,15115,23.5,7,1
2015/06/01,18285,25.5,1,0
2015/06/02,18976,23.0,2,0
2015/06/03,18556,22.5,3,0
2015/06/04,18492,22.5,4,0
2015/06/05,18303,24.0,5,0
2015/06/06,17021,26.0,6,1
2015/06/07,15411,23.5,7,1
2015/06/08,18725,22.0,1,0
2015/06/09,18536,23.0,2,0
2015/06/10,18743,24.5,3,0
2015/06/11,19578,27.0,4,0
2015/06/12,20560,29.0,5,0
2015/06/13,18762,27.5,6,1
2015/06/14,17375,26.5,7,1
2015/06/15,19790,24.5,1,0
2015/06/16,19567,22.0,2,0
2015/06/17,19567,22.0,3,0
2015/06/18,19083,22.0,4,0
2015/06/19,19398,24.5,5,0
2015/06/20,12897,25.5,6,-1
2015/06/21,14804,24.0,7,1
2015/06/22,16249,22.5,1,1
2015/06/23,20018,26.5,2,0
2015/06/24,21094,28.0,3,0
2015/06/25,24032,29.5,4,0
2015/06/26,23854,25.0,5,0
2015/06/27,22958,23.0,6,1
2015/06/28,16415,22.5,7,1
2015/06/29,20966,24.5,1,0
2015/06/30,23178,27.5,2,0
2015/07/01,20010,22.0,3,0
2015/07/02,19730,25.5,4,0
2015/07/03,20167,26.0,5,0
2015/07/04,17084,22.5,6,1
2015/07/05,16180,22.0,7,1
2015/07/06,19706,20.5,1,0
2015/07/07,17695,21.5,2,0
2015/07/08,18133,24.0,3,0
2015/07/09,19223,25.5,4,0
2015/07/10,19548,26.5,5,0
2015/07/11,16292,24.5,6,1
2015/07/12,15875,25.5,7,1
2015/07/13,21996,29.0,1,0
2015/07/14,23322,29.0,2,0
2015/07/15,23158,28.0,3,0
2015/07/16,22659,27.0,4,0
2015/07/17,22065,26.0,5,0
2015/07/18,17781,26.0,6,1
2015/07/19,17503,28.0,7,1
2015/07/20,22596,28.5,1,0
2015/07/21,22960,28.5,2,0
2015/07/22,23214,28.0,3,0
2015/07/23,23839,28.5,4,0
2015/07/24,24441,30.0,5,0
2015/07/25,22495,30.5,6,1
2015/07/26,22048,31.0,7,1
2015/07/27,26466,32.0,1,0
2015/07/28,28284,34.0,2,0
2015/07/29,28365,34.0,3,0
2015/07/30,28031,33.0,4,0
2015/07/31,27567,33.0,5,0
2015/08/01,25125,33.5,6,1
2015/08/02,24562,33.5,7,1
2015/08/03,29820,33.0,1,0
2015/08/04,29253,33.0,2,0
2015/08/05,29193,32.0,3,0
2015/08/06,27145,31.5,4,0
2015/08/07,26956,31.0,5,0
2015/08/08,22798,29.5,6,1
2015/08/09,20887,29.5,7,1
2015/08/10,24779,28.5,1,0
2015/08/11,24321,26.5,2,0
2015/08/12,22675,27.5,3,0
2015/08/13,23481,28.5,4,0
2015/08/14,23187,28.5,5,0
2015/08/15,21344,28.5,6,1
2015/08/16,19929,27.0,7,1
2015/08/17,23057,28.0,1,0
2015/08/18,23287,28.0,2,0
2015/08/19,23599,29.5,3,0
2015/08/20,23997,28.5,4,0
2015/08/21,22653,26.5,5,0
2015/08/22,18890,23.5,6,1
2015/08/23,17633,24.5,7,1
2015/08/24,21595,24.5,1,0
2015/08/25,20122,26.0,2,0
2015/08/26,20793,26.5,3,0
2015/08/27,21420,27.5,4,0
2015/08/28,21444,27.5,5,0
2015/08/29,18776,26.5,6,1
2015/08/30,17472,26.5,7,1
2015/08/31,20801,27.0,1,0
2015/09/01,21865,27.5,2,0
2015/09/02,22095,27.0,3,0
2015/09/03,15027,27.5,4,-1
2015/09/04,17698,27.5,5,1
2015/09/05,17520,26.0,6,1
2015/09/06,20574,26.0,7,0
2015/09/07,21221,26.0,1,0
2015/09/08,20942,25.5,2,0
2015/09/09,20615,25.5,3,0
2015/09/10,20166,25.5,4,0
2015/09/11,20574,26.0,5,0
2015/09/12,17511,22.5,6,1
2015/09/13,16073,23.5,7,1
2015/09/14,18908,24.5,1,0
2015/09/15,18782,21.5,2,0
2015/09/16,18528,23.0,3,0
2015/09/17,18643,24.5,4,0
2015/09/18,18858,24.0,5,0
2015/09/19,17096,24.5,6,1
2015/09/20,15842,24.0,7,1
2015/09/21,19116,25.5,1,0
2015/09/22,19170,25.0,2,0
2015/09/23,18768,23.0,3,0
2015/09/24,19211,24.5,4,0
2015/09/25,19163,24.5,5,0
2015/09/26,16481,25.0,6,1
2015/09/27,14893,25.0,7,-1
2015/09/28,18199,25.5,1,0
2015/09/29,18070,23.0,2,0
2015/09/30,17711,26.5,3,0
2015/10/01,12362,21.0,4,-1
2015/10/02,12664,21.5,5,1
2015/10/03,12689,23.5,6,1
2015/10/04,13600,22.5,7,1
2015/10/05,14080,19.5,1,1
2015/10/06,14735,22.0,2,1
2015/10/07,15502,22.0,3,1
2015/10/08,17235,20.0,4,0
2015/10/09,17212,20.5,5,0
2015/10/10,16927,18.5,6,0
2015/10/11,15185,17.0,7,1
2015/10/12,16999,19.0,1,0
2015/10/13,17168,20.0,2,0
2015/10/14,17259,20.5,3,0
2015/10/15,17632,22.0,4,0
2015/10/16,17683,22.0,5,0
2015/10/17,16140,21.5,6,1
2015/10/18,15146,21.0,7,1
2015/10/19,17395,21.5,1,0
2015/10/20,17523,21.5,2,0
2015/10/21,17622,22.5,3,0
2015/10/22,17701,23.0,4,0
2015/10/23,17718,23.0,5,0
2015/10/24,16360,22.0,6,1
2015/10/25,15224,21.0,7,1
2015/10/26,17450,21.0,1,0
2015/10/27,17255,17.0,2,0
2015/10/28,17026,18.0,3,0
2015/10/29,17376,16.0,4,0
2015/10/30,17098,17.0,5,0
2015/10/31,15588,15.5,6,1
2015/11/01,15009,13.0,7,1
2015/11/02,16993,15.0,1,0
2015/11/03,16883,16.0,2,0
2015/11/04,17191,19.0,3,0
2015/11/05,17338,21.5,4,0
2015/11/06,17547,21.5,5,0
2015/11/07,15945,20.5,6,1
2015/11/08,15314,14.5,7,1
2015/11/09,17498,13.5,1,0
2015/11/10,17392,13.5,2,0
2015/11/11,17475,15.0,3,0
2015/11/12,17651,16.5,4,0
2015/11/13,17772,15.5,5,0
2015/11/14,16118,14.5,6,1
2015/11/15,15303,16.0,7,1
2015/11/16,17276,18.5,1,0
2015/11/17,17488,15.5,2,0
2015/11/18,17580,15.5,3,0
2015/11/19,17822,14.5,4,0
2015/11/20,17904,15.5,5,0
2015/11/21,16371,16.5,6,1
2015/11/22,15418,17.5,7,1
2015/11/23,17908,16.0,1,0
2015/11/24,18099,11.0,2,0
2015/11/25,19340,6.5,3,0
2015/11/26,20815,2.5,4,0
2015/11/27,21500,3.0,5,0
2015/11/28,20411,9.5,6,1
2015/11/29,17731,11.0,7,1
2015/11/30,19719,12.0,1,0
2015/12/01,18497,14.5,2,0
2015/12/02,19106,10.0,3,0
2015/12/03,19446,7.5,4,0
2015/12/04,20580,7.0,5,0
2015/12/05,18744,6.0,6,1
2015/12/06,17979,7.0,7,1
2015/12/07,20092,9.0,1,0
2015/12/08,19995,11.0,2,0
2015/12/09,19850,13.5,3,0
2015/12/10,20207,12.0,4,0
2015/12/11,20348,9.0,5,0
2015/12/12,18510,8.5,6,1
2015/12/13,18373,9.5,7,1
2015/12/14,20970,8.0,1,0
2015/12/15,21154,6.5,2,0
2015/12/16,22005,3.5,3,0
2015/12/17,22777,3.0,4,0
2015/12/18,22403,4.5,5,0
2015/12/19,19619,8.5,6,1
2015/12/20,18567,9.5,7,1
2015/12/21,21297,8.5,1,0
2015/12/22,20819,11.5,2,0
2015/12/23,21039,9.5,3,0
2015/12/24,20709,9.5,4,0
2015/12/25,20740,8.0,5,0
2015/12/26,19471,9.0,6,1
2015/12/27,18919,8.5,7,1
2015/12/28,21459,6.0,1,0
2015/12/29,21255,6.5,2,0
2015/12/30,20594,8.0,3,0
2015/12/31,20252,6.5,4,0
2016/01/01,17320,8.0,5,-1
2016/01/02,17769,12.5,6,1
2016/01/03,18522,12.5,7,1
2016/01/04,19726,12.0,1,0
2016/01/05,20829,8.5,2,0
2016/01/06,21306,7.0,3,0
2016/01/07,21404,7.0,4,0
2016/01/08,21915,5.0,5,0
2016/01/09,19889,6.0,6,1
2016/01/10,18898,8.5,7,1
2016/01/11,22129,6.0,1,0
2016/01/12,22512,3.5,2,0
2016/01/13,23378,3.0,3,0
2016/01/14,23391,3.5,4,0
2016/01/15,23119,6.5,5,0
2016/01/16,20152,7.0,6,1
2016/01/17,19586,5.5,7,1
2016/01/18,23376,2.0,1,0
2016/01/19,23890,1.5,2,0
2016/01/20,23791,3.0,3,0
2016/01/21,24724,3.0,4,0
2016/01/22,24632,2.5,5,0
2016/01/23,23519,-4.0,6,1
2016/01/24,23518,-5.5,7,1
2016/01/25,25436,-1.5,1,0
2016/01/26,24252,2.0,2,0
2016/01/27,23881,5.5,3,0
2016/01/28,22806,8.0,4,0
2016/01/29,22448,5.5,5,0
2016/01/30,19967,5.0,6,1
2016/01/31,18934,3.0,7,1
2016/02/01,21023,1.0,1,0
2016/02/02,21079,2.5,2,0
2016/02/03,19609,4.0,3,0
2016/02/04,19038,3.5,4,0
2016/02/05,16660,4.5,5,0
2016/02/06,14595,2.5,6,0
2016/02/07,12793,5.0,7,-1
2016/02/08,12050,7.5,1,-1
2016/02/09,11820,11.5,2,-1
2016/02/10,11917,14.5,3,1
2016/02/11,12420,16.0,4,1
2016/02/12,13019,17.0,5,1
2016/02/13,13616,10.0,6,1
2016/02/14,16337,2.0,7,0
2016/02/15,17981,2.0,1,0
2016/02/16,19035,6.0,2,0
2016/02/17,18604,8.0,3,0
2016/02/18,18358,10.5,4,0
2016/02/19,19158,8.5,5,0
2016/02/20,17553,7.0,6,1
2016/02/21,17493,8.0,7,1
2016/02/22,20182,6.5,1,0
2016/02/23,21072,6.0,2,0
2016/02/24,20679,5.5,3,0
2016/02/25,20278,7.5,4,0
2016/02/26,19825,11.0,5,0
2016/02/27,17745,13.0,6,1
2016/02/28,16862,12.5,7,1
2016/02/29,19360,6.5,1,0
2016/03/01,20008,7.0,2,0
2016/03/02,19406,11.5,3,0
2016/03/03,18880,16.5,4,0
2016/03/04,18413,19.0,5,0
2016/03/05,16057,16.5,6,1
2016/03/06,15699,12.5,7,1
2016/03/07,18183,14.5,1,0
2016/03/08,19056,8.5,2,0
2016/03/09,20299,6.0,3,0
2016/03/10,21903,4.0,4,0
2016/03/11,21023,6.5,5,0
2016/03/12,18358,9.5,6,1
2016/03/13,16911,7.5,7,1
2016/03/14,18998,9.0,1,0
2016/03/15,19675,10.0,2,0
2016/03/16,18709,14.0,3,0
2016/03/17,18789,15.0,4,0
2016/03/18,18169,15.5,5,0
2016/03/19,16851,13.0,6,1
2016/03/20,15984,13.5,7,1
2016/03/21,18212,12.5,1,0
2016/03/22,18600,13.0,2,0
2016/03/23,19062,9.5,3,0
2016/03/24,19263,8.5,4,0
2016/03/25,19041,9.0,5,0
2016/03/26,16707,11.5,6,1
2016/03/27,15795,13.0,7,1
2016/03/28,17935,15.5,1,0
2016/03/29,17452,18.0,2,0
2016/03/30,17620,16.0,3,0
2016/03/31,17783,13.5,4,0
2016/04/01,17548,16.5,5,0
2016/04/02,15171,17.0,6,1
2016/04/03,14435,14.5,7,1
2016/04/04,13555,14.5,1,-1
2016/04/05,17201,15.5,2,0
2016/04/06,18094,15.5,3,0
2016/04/07,18141,14.5,4,0
2016/04/08,17481,17.5,5,0
2016/04/09,15983,18.5,6,1
2016/04/10,15213,18.0,7,1
2016/04/11,17364,17.5,1,0
2016/04/12,17683,16.5,2,0
2016/04/13,17470,20.0,3,0
2016/04/14,17380,20.5,4,0
2016/04/15,17122,19.0,5,0
2016/04/16,16172,18.0,6,1
2016/04/17,14799,17.5,7,1
2016/04/18,16931,16.5,1,0
2016/04/19,16850,18.5,2,0
2016/04/20,17393,18.0,3,0
2016/04/21,17465,19.5,4,0
2016/04/22,17482,21.5,5,0
2016/04/23,16237,15.5,6,1
2016/04/24,14925,16.5,7,1
2016/04/25,17422,16.0,1,0
2016/04/26,17751,16.0,2,0
2016/04/27,17595,14.5,3,0
2016/04/28,17341,18.0,4,0
2016/04/29,17048,21.0,5,0
2016/04/30,14532,22.5,6,1
2016/05/01,13155,23.5,7,-1
2016/05/02,13936,22.5,1,0
2016/05/03,16681,21.5,2,0
2016/05/04,17491,24.5,3,0
2016/05/05,17894,22.5,4,0
2016/05/06,18177,23.0,5,0
2016/05/07,16218,19.0,6,1
2016/05/08,14983,18.0,7,1
2016/05/09,17574,18.5,1,0
2016/05/10,17470,17.0,2,0
2016/05/11,17566,21.0,3,0
2016/05/12,17547,23.5,4,0
2016/05/13,17843,20.0,5,0
2016/05/14,16057,21.0,6,1
2016/05/15,15085,20.5,7,1
2016/05/16,17211,19.5,1,0
2016/05/17,17533,21.0,2,0
2016/05/18,17624,21.5,3,0
2016/05/19,17737,22.0,4,0
2016/05/20,17686,22.0,5,0
2016/05/21,16353,19.5,6,1
2016/05/22,15304,21.5,7,1
2016/05/23,17830,23.0,1,0
2016/05/24,17918,21.5,2,0
2016/05/25,18320,24.5,3,0
2016/05/26,18503,22.5,4,0
2016/05/27,18317,20.5,5,0
2016/05/28,16417,20.5,6,1
2016/05/29,15197,21.0,7,1
2016/05/30,18073,23.0,1,0
2016/05/31,18634,23.5,2,0
2016/06/01,17779,20.0,3,0
2016/06/02,17959,23.0,4,0
2016/06/03,17658,19.0,5,0
2016/06/04,16245,22.0,6,1
2016/06/05,15180,22.5,7,1
2016/06/06,18132,23.5,1,0
2016/06/07,18754,23.5,2,0
2016/06/08,18842,23.5,3,0
2016/06/09,14186,23.0,4,-1
2016/06/10,15248,24.5,5,1
2016/06/11,16748,26.5,6,1
2016/06/12,18258,22.5,7,0
2016/06/13,19022,24.5,1,0
2016/06/14,20106,27.0,2,0
2016/06/15,21318,27.0,3,0
2016/06/16,19819,23.5,4,0
2016/06/17,20620,27.0,5,0
2016/06/18,19045,27.0,6,1
2016/06/19,18369,28.5,7,1
2016/06/20,21988,27.0,1,0
2016/06/21,23280,28.5,2,0
2016/06/22,22745,27.5,3,0
2016/06/23,24307,30.0,4,0
2016/06/24,24823,28.0,5,0
2016/06/25,19688,21.0,6,1
2016/06/26,17588,23.5,7,1
2016/06/27,20400,22.5,1,0
2016/06/28,19487,23.5,2,0
2016/06/29,19573,24.5,3,0
2016/06/30,22342,30.0,4,0
2016/07/01,22610,30.0,5,0
2016/07/02,19539,30.0,6,1
2016/07/03,19054,30.0,7,1
2016/07/04,24435,30.0,1,0
2016/07/05,25414,30.0,2,0
2016/07/06,26245,30.0,3,0
2016/07/07,25188,30.0,4,0
2016/07/08,25340,30.0,5,0
2016/07/09,20258,30.0,6,1
2016/07/10,18411,30.0,7,1
2016/07/11,23190,30.0,1,0
2016/07/12,25173,30.0,2,0
2016/07/13,26445,30.0,3,0
2016/07/14,25888,30.0,4,0
2016/07/15,27338,30.0,5,0
2016/07/16,21339,30.0,6,1
2016/07/17,20429,30.0,7,1
2016/07/18,25947,30.0,1,0
2016/07/19,26100,30.0,2,0
2016/07/20,28242,30.0,3,0
2016/07/21,29476,30.0,4,0
2016/07/22,30028,30.0,5,0
2016/07/23,27483,30.0,6,1
2016/07/24,26764,30.0,7,1
